loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),label
2020-11-22 11:56:49.280 -0800,66767.745694375,0.1421966552734375,-0.1617889404296875,-1.086135864257812,66767.715679375,0.09941540110839903,0.09583197246461643,0.1726541958345858,-0.1417417526245117,-0.08254539221525192,-0.05706097185611725,0.06317735463380814,-0.007599875330924988,-0.01587837934494019,XArbitraryZVertical,0.0836435410796374,0.05193945828042673,0.05357001815403619,0.9936983027205316,0.0942627340555191,-0.1717976778745651,-0.9806120991706848,0
2020-11-22 11:56:49.281 -0800,66767.795720375,0.0689544677734375,-0.1312408447265625,-1.148910522460938,66767.765705375,0.1052510850588076,0.0841768618845796,0.1736907385359736,-0.2396455258131027,-0.4713014960289001,0.1716714650392532,0.07610775530338287,-0.006914511322975159,-0.1274663209915161,XArbitraryZVertical,0.08433455217289319,0.04641780005001254,0.05600107390042203,0.993779101248117,0.08281242847442627,-0.1728187203407288,-0.9814661145210266,0
2020-11-22 11:56:49.317 -0800,66767.84574637501,-0.04534912109375,-0.1037139892578125,-1.154525756835938,66767.815730375,0.1149524266128826,0.06471464120056292,0.1588667475776908,-0.2487206310033798,-0.2257215082645416,0.1534356474876404,-0.02918723970651627,0.06322865188121796,-0.1751669049263,XArbitraryZVertical,0.0773248009207734,0.03675224334755738,0.05979632754120098,0.9945323275762643,0.06385511159896851,-0.1581993252038956,-0.9853402972221375,0
2020-11-22 11:56:49.367 -0800,66767.89577237501,-0.0031280517578125,-0.1113739013671875,-1.0543212890625,66767.865756375,0.1188449061468402,0.06316147530673853,0.1555138999917217,-0.07473409175872803,0.1356332302093506,0.01369503233581781,-0.08425422757863998,0.04104200005531311,-0.1675413250923157,XArbitraryZVertical,0.07563332665153998,0.03603535584521627,0.06162693294454727,0.9945769130150951,0.06235776469111443,-0.1548878252506256,-0.9859620928764343,0
2020-11-22 11:56:49.417 -0800,66767.945798375,-0.053466796875,-0.100341796875,-0.912139892578125,66767.915782375,0.1201540807881644,0.06997659784925583,0.1513368606877311,0.07088884711265564,0.1380610316991806,0.04042160511016846,-0.07711604982614517,0.05316464602947235,-0.03951424360275269,XArbitraryZVertical,0.07331938743328123,0.03935422446431379,0.06247213526190686,0.9945716130708184,0.06912035495042801,-0.1507598459720612,-0.9861510396003723,0
2020-11-22 11:56:49.467 -0800,66767.99582337501,0.0244293212890625,-0.0876007080078125,-0.9102630615234375,66767.96580837501,0.115646469532615,0.07672145547142109,0.1544808535421101,-0.01190397329628468,0.1070797815918922,-0.1957120299339294,-0.1294597685337067,0.0496344119310379,0.07806521654129028,XArbitraryZVertical,0.07476825479979299,0.04262915233104576,0.06053070233936889,0.9944488550697996,0.07573347538709641,-0.1538671553134918,-0.985184907913208,0
2020-11-22 11:56:49.517 -0800,66768.045849375,0.097625732421875,-0.1307220458984375,-0.8777008056640625,66768.01583437501,0.1085798524836256,0.07600135653805287,0.1527893413516985,0.05391126126050949,0.03730728104710579,0.00411762110888958,-0.05658064037561417,0.06317581236362457,0.08197861909866333,XArbitraryZVertical,0.0740973910120028,0.04196331829087692,0.05696119154808673,0.9947381707427229,0.07504367828369141,-0.1521955728530884,-0.9854972958564758,0
2020-11-22 11:56:49.567 -0800,66768.095875375,0.0792083740234375,-0.1543121337890625,-0.8587646484375,66768.065859375,0.1114521622005744,0.0695573511659698,0.151039964941408,-0.08713659644126892,-0.1176551803946495,0.1287088990211487,0.04554769396781921,0.01347294449806213,0.1249879598617554,XArbitraryZVertical,0.07335437526203763,0.03881844720679385,0.05812428930384182,0.9948537418576999,0.06871001422405243,-0.1504663378000259,-0.9862245321273804,0
2020-11-22 11:56:49.617 -0800,66768.145901375,0.032745361328125,-0.0939483642578125,-0.8984222412109375,66768.11588537501,0.1091819080041138,0.06173429060739011,0.1366289949541354,-0.7557909488677979,-0.08843474835157394,-0.583016037940979,-0.09821435064077377,-0.008113294839859009,0.1610042452812195,XArbitraryZVertical,0.06644718356194873,0.034467218383367,0.05651420334345283,0.9955917099618993,0.06112013384699821,-0.1362043023109436,-0.9887935519218445,0
2020-11-22 11:56:49.667 -0800,66768.19592737501,0.0665130615234375,-0.200714111328125,-0.9005126953125,66768.16591137501,0.09878493424554169,0.06043523055311466,0.1102810984086255,-0.1163442805409431,0.0712691992521286,-0.1541089564561844,-0.005435701459646225,0.005596049129962921,0.08950752019882202,XArbitraryZVertical,0.05353085004747549,0.03285010791570412,0.05093793304333659,0.9967249042761614,0.06003154069185257,-0.1100576967000961,-0.9921106100082397,0
2020-11-22 11:56:49.717 -0800,66768.245952375,0.110260009765625,-0.1971435546875,-0.9149169921875,66768.215937375,0.09173216065236953,0.06563458852616497,0.1068100876309678,-0.1439988315105438,0.09665664285421371,-0.1487550437450409,0.01571881026029587,-0.1035063937306404,0.08650541305541992,XArbitraryZVertical,0.05179255295056867,0.03517630561162458,0.04750959778098834,0.9969067432662677,0.06521370261907578,-0.1066071167588234,-0.9921603202819824,0
