loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),label
2020-11-22 11:45:00.744 -0800,66359.100880125,-0.1008758544921875,0.036834716796875,-0.989501953125,66359.09087512501,-0.5548029152138918,-0.07634161111734708,-0.04606713496142328,-0.09753557294607162,0.04338385164737701,-0.07348643243312836,0.003890320658683777,-0.06877122074365616,-0.00351262092590332,XArbitraryZVertical,-0.03258294981916814,-0.03039013648354044,-0.2727399662613533,0.9610555955961967,-0.07618656754493713,0.04605084285140038,-0.9960295557975769,1
2020-11-22 11:45:00.745 -0800,66359.150907125,-0.113494873046875,-0.0028076171875,-0.9943389892578125,66359.14090112501,-0.5587841267006169,-0.07490382065553863,-0.04748761530536837,-0.0932813361287117,0.05039450898766518,-0.04980644583702087,-0.03383220732212067,-0.05221529304981232,0.002450048923492432,XArbitraryZVertical,-0.03312779210014184,-0.02943843252557213,-0.2746457913458784,0.9605236036848244,-0.07474943250417709,0.04746976867318153,-0.9960718750953674,1
2020-11-22 11:45:00.745 -0800,66359.200933125,-0.1065826416015625,0.040191650390625,-0.990631103515625,66359.190927125,-0.561813005103984,-0.07356625221175471,-0.05262264423491832,-0.1328331977128983,0.05856025218963623,-0.07224775850772858,-0.05045751482248306,-0.01066725328564644,0.007679283618927002,XArbitraryZVertical,-0.03545146065967143,-0.02803276851937519,-0.2760137607931496,0.9600904935632913,-0.0733981728553772,0.05259836092591286,-0.9959146976470947,1
2020-11-22 11:45:00.776 -0800,66359.25095812501,-0.0961761474609375,0.0441741943359375,-0.9791107177734375,66359.24095212501,-0.566731421307214,-0.07454850884796325,-0.05621651187541628,-0.09633409976959229,0.02097618393599987,-0.106001041829586,-0.03096970170736313,-0.03966167569160461,0.01629233360290527,XArbitraryZVertical,-0.03737992912440676,-0.02791307383298103,-0.2782785725984226,0.9593668150512179,-0.07436182349920273,0.05618690699338913,-0.9956471920013428,1
2020-11-22 11:45:00.826 -0800,66359.300984125,-0.12213134765625,0.018707275390625,-1.013458251953125,66359.29097812501,-0.5726306700251639,-0.07677195960123713,-0.05987384979463376,-0.1196537092328072,-0.009062997996807098,-0.1239458471536636,-0.02643779665231705,-0.03133470565080643,-0.002611160278320312,XArbitraryZVertical,-0.03952620970848336,-0.02835050618655159,-0.2809830387018995,0.9584792737835615,-0.07655913382768631,0.05983808264136314,-0.9952678680419922,1
2020-11-22 11:45:00.876 -0800,66359.351010125,-0.1118316650390625,-0.0048828125,-0.984771728515625,66359.34100512501,-0.5875467565605217,-0.07442583001323458,-0.06663535275121622,-0.1366478502750397,0.3072625398635864,-0.4352700412273407,-0.1695976555347443,-0.1298185288906097,-0.02294105291366577,XArbitraryZVertical,-0.04262943221182073,-0.02595145427090191,-0.2880186738176945,0.9563235209930717,-0.074192114174366,0.06658604741096497,-0.995018482208252,1
2020-11-22 11:45:00.926 -0800,66359.40103612501,-0.1638641357421875,0.0253448486328125,-0.9775543212890625,66359.39103112501,-0.6230356434193124,-0.06849445582096109,-0.08102194227035203,-0.5084587335586548,0.2378693521022797,-0.8688667416572571,-0.09987451881170273,-0.1303260773420334,0.02680736780166626,XArbitraryZVertical,-0.04901424379496132,-0.02015968749347653,-0.3047527031444057,0.95095585649482,-0.06821639090776443,0.08093332499265671,-0.994382381439209,1
2020-11-22 11:45:00.976 -0800,66359.45106212501,-0.1189117431640625,0.1026763916015625,-1.0177001953125,66359.441057125,-0.6663656197139833,-0.05661392693952258,-0.09528734432730229,-0.1909784972667694,0.3026949763298035,-0.7775017023086548,-0.05712218955159187,0.07403093576431274,-0.01948273181915283,XArbitraryZVertical,-0.0542346209279092,-0.01114648848024593,-0.32527661553529,0.943996618023131,-0.05632700398564339,0.09514321386814117,-0.9938687086105347,1
2020-11-22 11:45:01.026 -0800,66359.50108812501,-0.0590972900390625,0.0990753173828125,-0.9491729736328125,66359.491083125,-0.6926363076010916,-0.05093924203438572,-0.1009999421583097,-0.3301852643489838,0.2761236429214478,-0.3617084324359894,-0.06686554849147797,-0.0120069608092308,0.01673042774200439,XArbitraryZVertical,-0.05609951116871644,-0.006795623165295649,-0.3376849602629385,0.9395614191956054,-0.0506577342748642,0.1008283123373985,-0.9936133027076721,1
2020-11-22 11:45:01.076 -0800,66359.551114125,-0.0276947021484375,0.1493682861328125,-0.9714202880859375,66359.541109125,-0.7148806240999479,-0.05350978602019596,-0.1154575387574785,-0.3415827453136444,-0.001509094145148993,-0.5121840834617615,0.01176149398088455,-0.01833844929933548,0.08124536275863647,XArbitraryZVertical,-0.06337489602436816,-0.004839571479386776,-0.3477236888197502,0.9354402745774988,-0.05312816426157951,0.1152011901140213,-0.9919204115867615,1
