loggingTime(txt),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),label
2020-11-22 09:37:32.630 -0800,62450.60381925001,-0.049774169921875,-0.0063323974609375,-0.987396240234375,62450.59381425,-0.2499782746258248,-0.05169924590305353,0.00808064666906017,-0.07315347343683243,0.06404836475849152,0.004064478911459446,-0.00723976269364357,-0.04262441024184227,0.002613842487335205,XArbitraryZVertical,0.0007853241042389588,-0.02614841578753121,-0.1247248939072245,0.9918465197522495,-0.05167452991008759,-0.008080558851361275,-0.9986312985420227,3
2020-11-22 09:37:32.632 -0800,62450.65383925,-0.0267486572265625,-0.0359649658203125,-1.002105712890625,62450.64383525,-0.2505114076847898,-0.04623328087034774,0.007588370211046777,0.03356015309691429,0.1585975587368011,-0.03025712072849274,-0.008990924805402756,-0.003413301426917315,0.01165902614593506,XArbitraryZVertical,0.0008757978781846877,-0.02340720533706448,-0.1249811758364311,0.9918825650750284,-0.0462154820561409,-0.007588297594338655,-0.9989026784896851,3
2020-11-22 09:37:32.659 -0800,62450.70386025,-0.030914306640625,-0.0150146484375,-0.999298095703125,62450.69385625001,-0.2530328886988482,-0.04242152481516219,0.005790926453890406,-0.1422697156667709,0.05274670571088791,-0.06732607632875443,0.01060866937041283,-0.04381544142961502,-0.006989359855651855,XArbitraryZVertical,0.0001955259999941015,-0.02140483262873202,-0.1262112061840701,0.9917724476215648,-0.04240809008479118,-0.005790893919765949,-0.9990835785865784,3
2020-11-22 09:37:32.709 -0800,62450.75388125001,-0.0540313720703125,0.0033721923828125,-0.9922637939453125,62450.74387725,-0.2564493961147349,-0.04076175894618923,0.002958842083735076,0.01725669391453266,0.06568263471126556,-0.04542800784111023,-0.008535701781511307,0.02825789898633957,0.008762776851654053,XArbitraryZVertical,-0.001139022889217996,-0.02040127951430209,-0.1278768189014128,0.9915795839483147,-0.04075029492378235,-0.002958837663754821,-0.9991649985313416,3
2020-11-22 09:37:32.759 -0800,62450.80390225,-0.050140380859375,0.0069732666015625,-1.009872436523438,62450.79389725001,-0.2577409448472814,-0.03624494169563756,0.0007514341443615234,-0.1458043605089188,0.09816496074199677,-0.03993101418018341,-0.03813444450497627,-0.06097038090229034,-0.004746377468109131,XArbitraryZVertical,-0.001956324527487422,-0.01801948594411729,-0.128499705911373,0.9915438775191717,-0.03623699769377708,-0.0007514340686611831,-0.9993429183959961,3
2020-11-22 09:37:32.809 -0800,62450.85392225,-0.0344696044921875,-0.029815673828125,-1.002456665039062,62450.84391825,-0.260191569937157,-0.0322450667925955,-0.004271158701398933,-0.04189435020089149,0.07691462337970734,-0.07592276483774185,0.002377625554800034,0.007035605143755674,-0.01706945896148682,XArbitraryZVertical,-0.004208722176390281,-0.01570854940263805,-0.1296778203172363,0.9914228427420779,-0.03223918378353119,0.004271145910024643,-0.9994710683822632,3
2020-11-22 09:37:32.859 -0800,62450.90394175,-0.0323638916015625,0.0400390625,-1.000930786132812,62450.89393775001,-0.2640103412310421,-0.02826436081998823,-0.009885840249455914,-0.180119514465332,0.1593553274869919,-0.08232424408197403,-0.01803605630993843,-0.02598371356725693,0.01595497131347656,XArbitraryZVertical,-0.006759429820861975,-0.01335806178432987,-0.131538129676504,0.9911981119857554,-0.02825921587646008,0.009885678999125957,-0.9995517730712891,3
2020-11-22 09:37:32.909 -0800,62450.95396275001,-0.0446624755859375,-0.085296630859375,-1.008544921875,62450.94395875,-0.2694328595840807,-0.02105290224297717,-0.01256112457214332,-0.1284925490617752,0.1397886276245117,-0.1115949302911758,-0.009193340316414833,-0.03077980130910873,-0.03014665842056274,XArbitraryZVertical,-0.00763701722031518,-0.009587191290211053,-0.1342337079838518,0.9908739427076825,-0.02104968577623367,0.01256079412996769,-0.9996995329856873,3
2020-11-22 09:37:32.959 -0800,62451.00398375,-0.0894927978515625,-0.047760009765625,-1.019912719726562,62450.99397975,-0.272830481853958,-0.01062390491330244,-0.03374671248993458,-0.7799621224403381,0.3721658885478973,-0.02808980271220207,-0.05510205402970314,-0.0929902046918869,0.01481610536575317,XArbitraryZVertical,-0.01743785126227493,-0.002967320458539134,-0.1358824711240554,0.9905670329932896,-0.01061765663325787,0.03374030813574791,-0.9993742108345032,3
2020-11-22 09:37:33.015 -0800,62451.05400475,-0.11322021484375,0.033935546875,-1.073806762695312,62451.04399975001,-0.2763794855541817,0.01279747024713398,-0.07874430787566104,-0.9608821868896484,0.6136800050735474,-0.1751254051923752,-0.1313793957233429,-0.07724389433860779,-0.07587325572967529,XArbitraryZVertical,-0.03810520377004362,0.01175479445623233,-0.1378902209387316,0.9896445284554661,0.01275746617466211,0.07866295427083969,-0.9968196153640747,3
